Iteration: 0, Accuracy: 0.1152
Iteration: 50, Accuracy: 0.1115
Iteration: 100, Accuracy: 0.1115
Iteration: 150, Accuracy: 0.1115
Iteration: 200, Accuracy: 0.1115
Iteration: 250, Accuracy: 0.1115
Iteration: 300, Accuracy: 0.1115
Iteration: 350, Accuracy: 0.1115
Iteration: 400, Accuracy: 0.1115
Iteration: 450, Accuracy: 0.1115
